Unnamed: 0,Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_xG,stats_npxG,stats_xAG,stats_npxG+xAG,stats_PrgC,stats_PrgP,stats_PrgR,stats_Gls.1,stats_Ast.1,stats_G+A.1,stats_G-PK.1,stats_G+A-PK,stats_xG.1,stats_xAG.1,stats_xG+xAG,stats_npxG.1,stats_npxG+xAG.1,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp.1,passing_Att.1,passing_Cmp%.1,passing_Cmp.2,passing_Att.2,passing_Cmp%.2,passing_Cmp.3,passing_Att.3,passing_Cmp%.3,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive.1,gca_PassDead.1,gca_TO.1,gca_Sh.1,gca_Fld.1,gca_Def.1,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl.1,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_PrgC,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,possession_PrgR,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,playingtime_onxG,playingtime_onxGA,playingtime_xG+/-,playingtime_xG+/-90,playingtime_On-Off.1,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG,misc_Recov,misc_Won,misc_Lost,misc_Won%,Percentil_G-PK.1,Percentil_npxG.1,Percentil_PrgC,Percentil_xAG.1,Percentil_npxG+xAG.1,Percentil_Sh/90,Percentil_SoT/90,Percentil_SCA90,Percentil_GCA90,Percentil_Att,Percentil_1/3,Percentil_PPA,Percentil_CrsPA,Percentil_PrgP,Percentil_Att 3rd,Percentil_TklW,Percentil_Mid 3rd,Percentil_Att Pen,Percentil_Live,Percentil_PrgDist,Percentil_PrgR,Percentil_Succ%,Percentil_Won%,Distancia
1050,Antony Alonso,ar ARG,FW,Deportivo Riestra,Primera Division Argentina,26-130,1998,6,5,346,3.8,3,0,3,3,0,0,0,0,1.4,1.4,0.6,1.9,4,10,21,0.78,0.0,0.78,0.78,0.78,0.35,0.15,0.51,0.35,0.51,ar ARG,FW,Deportivo Riestra,Primera Division Argentina,26-130,1998,3.8,3,5,4,80.0,1.3,1.04,0.6,0.75,8.5,0,0,0,1.4,1.4,0.27,1.6,1.6,ar ARG,FW,Deportivo Riestra,Primera Division Argentina,26-130,1998,3.8,46,5.401662049861496,59.0,604,186,27,40,67.5,12,24,50.0,1,4,25.0,0,0.6,0.4,-0.6,4,0.3462603878116344,0.20775623268698062,0.0,0.6925207756232687,ar ARG,FW,Deportivo Riestra,Primera Division Argentina,26-130,1998,3.8,78,74,3,0,0,2,2,0,0,0,0,0,46,1,2,ar ARG,FW,Deportivo Riestra,Primera Division Argentina,26-130,1998,3.8,9,2.34,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,ar ARG,FW,Deportivo Riestra,Primera Division Argentina,26-130,1998,3.8,7,0.3462603878116344,2,2,0.20775623268698062,1,5,20.0,4,5,0,5,2,9,0,0,ar ARG,FW,Deportivo Riestra,Primera Division Argentina,26-130,1998,3.8,120,0,6,3.7396121883656512,4.293628808864266,0.9695290858725764,8.310249307479225,10,2,20.0,8,80.0,64,282,8.379501385041552,4,2,0,7,5,85,1.4542936288088644,ar ARG,FW,Deportivo Riestra,Primera Division Argentina,26-130,1998,6,346,58,27.5,3.8,5,63,0,1,29,0,1.5,5,5,0,0.0,0.0,4.9,3.1,1.8,0.47,0.67,ar ARG,FW,Deportivo Riestra,Primera Division Argentina,26-130,1998,3.8,0,0,0,3,0,3,2,2,5,0,0,0,10,8,19,29.6,96.72897196261682,85.51401869158879,51.71339563862928,76.79127725856698,86.29283489096574,33.95638629283489,79.43925233644859,48.28660436137071,28.34890965732087,34.92063492063492,53.96825396825397,72.85714285714285,30.634920634920636,58.41269841269842,42.857142857142854,76.82539682539684,35.55555555555556,61.58730158730159,35.55555555555556,35.87301587301587,46.666666666666664,30.8411214953271,41.74454828660436,142.59979053084703
1051,Facundo Altamira,0,"MF,FW",Godoy Cruz,Primera Division Argentina,0,0,11,10,809,9.0,2,1,3,2,0,0,2,0,2.0,2.0,1.6,3.6,26,12,78,0.22,0.11,0.33,0.22,0.33,0.22,0.17,0.4,0.22,0.4,0,"MF,FW",Godoy Cruz,Primera Division Argentina,0,0,9.0,2,18,7,38.9,2.0,0.78,0.11,0.29,17.2,0,0,0,2.0,2.0,0.11,0.0,0.0,0,"MF,FW",Godoy Cruz,Primera Division Argentina,0,0,9.0,103,2.382716049382716,53.4,1416,308,66,102,64.7,27,50,54.0,4,14,28.6,1,1.6,0.6,-0.6,7,0.16049382716049382,0.08641975308641975,0.037037037037037035,0.14814814814814814,0,"MF,FW",Godoy Cruz,Primera Division Argentina,0,0,9.0,193,188,4,1,0,1,42,3,0,0,0,0,103,1,16,0,"MF,FW",Godoy Cruz,Primera Division Argentina,0,0,9.0,15,1.67,8,0,2,3,1,1,3,0.33,2,0,1,0,0,0,0,"MF,FW",Godoy Cruz,Primera Division Argentina,0,0,9.0,13,0.1111111111111111,2,9,0.024691358024691357,7,14,50.0,7,7,0,7,5,18,6,0,0,"MF,FW",Godoy Cruz,Primera Division Argentina,0,0,9.0,315,3,34,1.5555555555555556,2.0617283950617287,0.3703703703703704,3.888888888888889,42,22,52.4,20,47.6,194,1203,7.0,26,14,13,34,15,223,0.9629629629629629,0,"MF,FW",Godoy Cruz,Primera Division Argentina,0,0,11,809,74,69.1,9.0,10,76,3,1,45,0,1.45,10,8,2,0.22,0.22,11.2,10.0,1.1,0.13,-0.04,0,"MF,FW",Godoy Cruz,Primera Division Argentina,0,0,9.0,2,0,0,15,4,0,42,5,9,0,0,0,31,14,17,45.2,75.70093457943925,70.56074766355141,94.70404984423676,81.30841121495327,71.96261682242991,55.45171339563863,69.93769470404985,29.595015576323984,73.98753894080997,7.301587301587302,32.06349206349206,51.746031746031754,74.12698412698413,18.412698412698415,14.920634920634921,47.460317460317455,9.206349206349207,28.888888888888886,9.206349206349207,29.20634920634921,32.38095238095238,82.86604361370716,66.35514018691589,139.37634676502353
1053,Fabio Álvarez,ar ARG,"MF,FW",Lanús,Primera Division Argentina,31-239,1993,6,3,226,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,4,13,11,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.13,0.08,0.13,ar ARG,"MF,FW",Lanús,Primera Division Argentina,31-239,1993,2.5,0,3,2,66.7,1.19,0.8,0.0,0.0,25.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2,ar ARG,"MF,FW",Lanús,Primera Division Argentina,31-239,1993,2.5,92,18.56,79.3,1405,271,54,60,90.0,29,38,76.3,7,12,58.3,0,0.1,0.2,-0.1,4,0.64,0.48,0.0,2.08,ar ARG,"MF,FW",Lanús,Primera Division Argentina,31-239,1993,2.5,116,113,3,2,0,2,4,1,0,0,0,0,92,0,2,ar ARG,"MF,FW",Lanús,Primera Division Argentina,31-239,1993,2.5,11,4.38,8,0,1,0,2,0,1,0.4,0,0,0,0,1,0,ar ARG,"MF,FW",Lanús,Primera Division Argentina,31-239,1993,2.5,4,0.16,2,2,0.0,3,5,60.0,2,6,0,6,1,5,2,0,ar ARG,"MF,FW",Lanús,Primera Division Argentina,31-239,1993,2.5,146,2,22,13.12,6.88,0.48,23.36,6,3,50.0,3,50.0,78,350,24.32,4,3,0,6,3,101,1.7600000000000002,ar ARG,"MF,FW",Lanús,Primera Division Argentina,31-239,1993,6,226,38,17.9,2.5,3,56,0,3,19,6,1.5,3,3,0,0.0,0.09,3.7,3.4,0.3,0.1,0.27,ar ARG,"MF,FW",Lanús,Primera Division Argentina,31-239,1993,2.5,1,0,0,5,7,0,4,1,1,1,0,0,18,3,3,50.0,31.464174454828658,33.48909657320872,51.71339563862928,44.85981308411215,26.012461059190027,30.218068535825545,70.87227414330218,88.62928348909658,78.81619937694704,66.98412698412697,70.63492063492063,87.61904761904762,30.634920634920636,81.9047619047619,53.333333333333336,56.03174603174603,69.52380952380952,36.03174603174603,62.53968253968254,63.49206349206349,53.333333333333336,77.41433021806854,74.9221183800623,176.87536859361683
1055,Juan Álvarez,ar ARG,"FW,DF",Banfield,Primera Division Argentina,28-221,1996,13,9,845,9.4,0,3,3,0,0,0,0,0,0.4,0.4,2.4,2.8,30,17,78,0.0,0.32,0.32,0.0,0.32,0.05,0.25,0.3,0.05,0.3,ar ARG,"FW,DF",Banfield,Primera Division Argentina,28-221,1996,9.4,0,11,4,36.4,1.17,0.43,0.0,0.0,21.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4,ar ARG,"FW,DF",Banfield,Primera Division Argentina,28-221,1996,9.4,134,2.7387958352195563,55.4,2540,1123,54,68,79.4,55,91,60.4,20,43,46.5,3,2.4,2.5,0.6,20,0.09053870529651425,0.16976007243096422,0.14712539610683564,0.19239474875509277,ar ARG,"FW,DF",Banfield,Primera Division Argentina,28-221,1996,9.4,242,200,38,9,1,1,75,15,14,0,14,0,134,4,21,ar ARG,"FW,DF",Banfield,Primera Division Argentina,28-221,1996,9.4,26,2.77,14,8,3,1,0,0,4,0.43,2,0,1,1,0,0,ar ARG,"FW,DF",Banfield,Primera Division Argentina,28-221,1996,9.4,4,0.011317338162064282,2,1,0.011317338162064282,3,16,18.8,13,13,1,12,6,10,12,0,ar ARG,"FW,DF",Banfield,Primera Division Argentina,28-221,1996,9.4,336,10,50,1.2788592123132638,2.0597555454956993,0.21502942507922138,3.8026256224535984,29,11,37.9,18,62.1,163,1318,6.416930737890447,30,15,6,13,10,186,0.8827523766410139,ar ARG,"FW,DF",Banfield,Primera Division Argentina,28-221,1996,13,845,65,67.1,9.4,9,83,3,4,25,1,1.08,8,10,-2,-0.21,0.65,11.4,13.9,-2.6,-0.27,0.27,ar ARG,"FW,DF",Banfield,Primera Division Argentina,28-221,1996,9.4,0,0,0,3,1,4,75,6,1,0,0,0,39,3,11,21.4,31.464174454828658,24.922118380062305,96.10591900311528,92.21183800623052,60.12461059190031,29.439252336448597,49.22118380062305,59.034267912772584,80.8411214953271,9.841269841269842,22.22222222222222,66.34920634920634,87.61904761904762,22.22222222222222,14.285714285714285,24.126984126984127,5.079365079365079,15.873015873015872,8.571428571428571,26.666666666666668,29.841269841269842,52.024922118380054,29.595015576323984,185.2144423815224
1312,Gonzalo Álvez,ar ARG,"DF,FW",Cen. Córdoba–SdE,Primera Division Argentina,20-300,2003,3,2,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,MF,Independiente Rivadavia,Primera Division Argentina,20-300,2003,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,ar ARG,MF,Independiente Rivadavia,Primera Division Argentina,20-300,2003,0.3,8,144.44444444444446,61.5,116,27,5,7,71.4,3,4,75.0,0,1,0.0,0,0.0,0.0,0.0,0,11.111111111111112,0.0,0.0,11.111111111111112,ar ARG,MF,Independiente Rivadavia,Primera Division Argentina,20-300,2003,0.3,13,12,1,0,0,0,2,1,0,0,0,0,8,0,1,ar ARG,MF,Independiente Rivadavia,Primera Division Argentina,20-300,2003,0.3,1,3.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,ar ARG,MF,Independiente Rivadavia,Primera Division Argentina,20-300,2003,0.3,3,22.222222222222225,1,1,11.111111111111112,1,1,100.0,0,0,0,0,0,3,0,0,ar ARG,MF,Independiente Rivadavia,Primera Division Argentina,20-300,2003,0.3,18,0,2,88.8888888888889,88.8888888888889,22.222222222222225,200.0,2,2,100.0,0,0.0,10,70,111.11111111111113,1,2,0,1,1,11,33.333333333333336,ar ARG,MF,Independiente Rivadavia,Primera Division Argentina,20-300,2003,1,30,30,2.4,0.3,0,0,0,1,30,5,0.0,0,1,-1,-3.0,-2.78,0.4,0.5,-0.1,-0.21,-0.06,ar ARG,MF,Independiente Rivadavia,Primera Division Argentina,20-300,2003,0.3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0.0,31.464174454828658,8.255451713395638,44.85981308411215,12.305295950155763,6.230529595015576,8.09968847352025,18.38006230529595,65.10903426791276,28.34890965732087,94.6031746031746,97.14285714285714,15.555555555555555,30.634920634920636,95.07936507936508,93.80952380952381,98.57142857142858,94.12698412698413,96.5079365079365,93.96825396825396,89.84126984126985,94.28571428571428,98.75389408099689,11.370716510903426,267.0262199696712
1568,Santino Andino,ar ARG,FW,Godoy Cruz,Primera Division Argentina,18-329,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Godoy Cruz,Primera Division Argentina,18-329,2005,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Godoy Cruz,Primera Division Argentina,18-329,2005,0.0,1,0.0,33.3,20,0,0,0,0.0,1,2,50.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,ar ARG,FW,Godoy Cruz,Primera Division Argentina,18-329,2005,0.0,3,3,0,0,0,0,2,0,0,0,0,0,1,0,1,ar ARG,FW,Godoy Cruz,Primera Division Argentina,18-329,2005,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,ar ARG,FW,Godoy Cruz,Primera Division Argentina,18-329,2005,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,ar ARG,FW,Godoy Cruz,Primera Division Argentina,18-329,2005,0.0,3,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,2,5,0.0,0,0,0,0,0,3,0.0,ar ARG,FW,Godoy Cruz,Primera Division Argentina,18-329,2005,1,4,4,0.3,0.0,0,0,0,1,4,0,1.0,0,0,0,0.0,-0.15,0.0,1.0,-1.0,-22.73,-22.95,ar ARG,FW,Godoy Cruz,Primera Division Argentina,18-329,2005,0.0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0.0,31.464174454828658,8.255451713395638,9.813084112149532,12.305295950155763,6.230529595015576,8.09968847352025,18.38006230529595,7.632398753894081,28.34890965732087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.993769470404985,11.370716510903426,265.4898785963252
1573,Luis Angulo,co COL,"MF,FW",Platense,Primera Division Argentina,20-179,2004,3,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.47,0.0,0.47,co COL,"MF,FW",Platense,Primera Division Argentina,20-179,2004,0.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,co COL,"MF,FW",Platense,Primera Division Argentina,20-179,2004,0.7,13,32.6530612244898,81.3,234,75,7,7,100.0,3,4,75.0,2,3,66.7,0,0.3,0.2,-0.3,2,0.0,2.0408163265306123,2.0408163265306123,0.0,co COL,"MF,FW",Platense,Primera Division Argentina,20-179,2004,0.7,16,12,4,0,0,0,5,2,2,1,1,0,13,0,1,co COL,"MF,FW",Platense,Primera Division Argentina,20-179,2004,0.7,4,6.0,1,1,1,0,1,0,0,0.0,0,0,0,0,0,0,co COL,"MF,FW",Platense,Primera Division Argentina,20-179,2004,0.7,4,6.122448979591837,3,0,2.0408163265306123,2,3,66.7,1,3,0,3,0,4,0,0,co COL,"MF,FW",Platense,Primera Division Argentina,20-179,2004,0.7,33,0,5,16.3265306122449,40.81632653061225,2.0408163265306123,67.34693877551021,5,2,40.0,3,60.0,24,155,102.04081632653062,2,0,1,4,5,22,2.0408163265306123,co COL,"MF,FW",Platense,Primera Division Argentina,20-179,2004,3,59,20,4.7,0.7,0,0,0,3,20,2,1.0,1,2,-1,-1.53,-1.45,1.1,0.9,0.2,0.24,0.12,co COL,"MF,FW",Platense,Primera Division Argentina,20-179,2004,0.7,0,0,0,2,2,0,5,0,3,0,0,0,3,0,0,0.0,31.464174454828658,8.255451713395638,36.29283489096573,98.28660436137072,82.2429906542056,8.09968847352025,18.38006230529595,95.01557632398755,28.34890965732087,79.04761904761905,8.571428571428571,95.55555555555556,98.57142857142858,6.825396825396825,87.77777777777777,95.3968253968254,75.39682539682539,75.23809523809524,81.42857142857143,88.4126984126984,57.460317460317455,55.9190031152648,11.370716510903426,248.08788780107466
1829,Luis Angulo,co COL,"MF,FW",Cen. Córdoba–SdE,Primera Division Argentina,20-179,2004,8,1,223,2.5,1,1,2,1,0,0,0,0,0.5,0.5,0.9,1.4,9,3,32,0.4,0.4,0.81,0.4,0.81,0.21,0.36,0.57,0.21,0.57,co COL,"MF,FW",Platense,Primera Division Argentina,20-179,2004,0.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,co COL,"MF,FW",Platense,Primera Division Argentina,20-179,2004,0.7,13,32.6530612244898,81.3,234,75,7,7,100.0,3,4,75.0,2,3,66.7,0,0.3,0.2,-0.3,2,0.0,2.0408163265306123,2.0408163265306123,0.0,co COL,"MF,FW",Platense,Primera Division Argentina,20-179,2004,0.7,16,12,4,0,0,0,5,2,2,1,1,0,13,0,1,co COL,"MF,FW",Platense,Primera Division Argentina,20-179,2004,0.7,4,6.0,1,1,1,0,1,0,0,0.0,0,0,0,0,0,0,co COL,"MF,FW",Platense,Primera Division Argentina,20-179,2004,0.7,4,6.122448979591837,3,0,2.0408163265306123,2,3,66.7,1,3,0,3,0,4,0,0,co COL,"MF,FW",Platense,Primera Division Argentina,20-179,2004,0.7,33,0,5,16.3265306122449,40.81632653061225,2.0408163265306123,67.34693877551021,5,2,40.0,3,60.0,24,155,102.04081632653062,2,0,1,4,5,22,2.0408163265306123,co COL,"MF,FW",Platense,Primera Division Argentina,20-179,2004,3,59,20,4.7,0.7,0,0,0,3,20,2,1.0,1,2,-1,-1.53,-1.45,1.1,0.9,0.2,0.24,0.12,co COL,"MF,FW",Platense,Primera Division Argentina,20-179,2004,0.7,0,0,0,2,2,0,5,0,3,0,0,0,3,0,0,0.0,86.91588785046729,67.44548286604362,72.74143302180686,95.6386292834891,91.43302180685359,8.09968847352025,18.38006230529595,95.01557632398755,28.34890965732087,79.04761904761905,8.571428571428571,95.55555555555556,98.57142857142858,6.825396825396825,87.77777777777777,95.3968253968254,75.39682539682539,75.23809523809524,81.42857142857143,88.4126984126984,57.460317460317455,55.9190031152648,11.370716510903426,234.75192053665307
2087,Dylan Aquino,ar ARG,"FW,MF",Lanús,Primera Division Argentina,19-106,2005,7,3,300,3.3,0,3,3,0,0,0,1,0,0.1,0.1,1.7,1.8,6,7,23,0.0,0.9,0.9,0.0,0.9,0.03,0.52,0.55,0.03,0.55,ar ARG,"FW,MF",Lanús,Primera Division Argentina,19-106,2005,3.3,0,4,2,50.0,1.2,0.6,0.0,0.0,26.4,1,0,0,0.1,0.1,0.02,-0.1,-0.1,ar ARG,"FW,MF",Lanús,Primera Division Argentina,19-106,2005,3.3,58,7.713498622589532,69.0,997,418,32,40,80.0,15,21,71.4,9,15,60.0,3,1.7,1.1,1.3,5,0.36730945821854916,0.36730945821854916,0.36730945821854916,0.642791551882461,ar ARG,"FW,MF",Lanús,Primera Division Argentina,19-106,2005,3.3,84,77,5,3,0,0,16,0,2,0,2,0,58,2,2,ar ARG,"FW,MF",Lanús,Primera Division Argentina,19-106,2005,3.3,12,3.61,6,2,2,1,1,0,3,0.9,3,0,0,0,0,0,ar ARG,"FW,MF",Lanús,Primera Division Argentina,19-106,2005,3.3,5,0.2754820936639119,1,3,0.09182736455463729,2,3,66.7,1,8,0,8,0,5,1,0,ar ARG,"FW,MF",Lanús,Primera Division Argentina,19-106,2005,3.3,137,2,10,5.601469237832874,6.519742883379248,0.5509641873278238,12.580348943985308,21,7,33.3,13,61.9,81,512,14.141414141414144,6,6,3,10,7,92,2.112029384756658,ar ARG,"FW,MF",Lanús,Primera Division Argentina,19-106,2005,7,300,43,23.8,3.3,3,73,0,4,20,3,1.57,7,5,2,0.6,0.88,4.9,3.7,1.1,0.34,0.6,ar ARG,"FW,MF",Lanús,Primera Division Argentina,19-106,2005,3.3,1,0,0,10,4,1,16,0,3,0,1,0,16,2,5,28.6,31.464174454828658,19.626168224299064,61.21495327102804,98.75389408099689,90.18691588785047,30.68535825545171,58.25545171339564,78.66043613707166,96.72897196261682,44.761904761904766,56.82539682539682,82.85714285714286,93.96825396825396,57.14285714285714,52.06349206349207,70.47619047619048,48.57142857142857,40.63492063492063,48.25396825396825,52.06349206349207,59.36507936507937,44.39252336448598,39.40809968847352,170.80694828657744
2097,Blas Armoa,py PAR,"FW,MF",Tigre,Primera Division Argentina,24-228,2000,14,13,910,10.1,3,0,3,3,0,0,0,0,2.4,2.4,0.3,2.7,18,17,86,0.3,0.0,0.3,0.3,0.3,0.24,0.03,0.27,0.24,0.27,py PAR,"FW,MF",Tigre,Primera Division Argentina,24-228,2000,10.1,3,18,7,38.9,1.78,0.69,0.17,0.43,20.2,0,0,0,2.4,2.4,0.13,0.6,0.6,py PAR,"FW,MF",Tigre,Primera Division Argentina,24-228,2000,10.1,127,1.7841388099205964,69.8,1659,405,84,105,80.0,27,45,60.0,7,10,70.0,0,0.3,0.4,-0.3,9,0.08822664444662288,0.029408881482207626,0.00980296049406921,0.16665032839917657,py PAR,"FW,MF",Tigre,Primera Division Argentina,24-228,2000,10.1,182,178,3,2,0,1,21,0,0,0,0,0,127,1,11,py PAR,"FW,MF",Tigre,Primera Division Argentina,24-228,2000,10.1,21,2.07,18,0,0,1,2,0,2,0.2,1,0,0,0,1,0,py PAR,"FW,MF",Tigre,Primera Division Argentina,24-228,2000,10.1,11,0.07842368395255368,1,9,0.00980296049406921,4,10,40.0,6,5,1,4,6,17,6,1,py PAR,"FW,MF",Tigre,Primera Division Argentina,24-228,2000,10.1,301,8,31,1.0783256543476132,1.6174884815214197,0.31369473581021473,2.9506911087148318,21,4,19.0,13,61.9,187,1033,4.0780315655327914,18,15,8,27,16,208,0.843054602489952,py PAR,"FW,MF",Tigre,Primera Division Argentina,24-228,2000,14,910,65,72.2,10.1,13,69,1,1,18,0,1.21,13,14,-1,-0.1,-0.1,9.9,12.3,-2.4,-0.23,0.22,py PAR,"FW,MF",Tigre,Primera Division Argentina,24-228,2000,10.1,0,0,0,4,20,10,21,6,8,1,0,0,36,12,19,38.7,79.59501557632399,75.0778816199377,87.07165109034268,35.66978193146417,53.271028037383175,45.95015576323988,64.48598130841121,41.43302180685358,66.82242990654206,2.857142857142857,21.58730158730159,34.92063492063492,62.53968253968254,19.682539682539684,7.6190476190476195,40.63492063492063,2.5396825396825395,24.761904761904763,3.1746031746031744,14.285714285714285,28.253968253968253,28.971962616822427,55.45171339563863,159.52259428538568
2100,Mauricio Asenjo,ar ARG,FW,Independiente Rivadavia,Primera Division Argentina,30-057,1994,13,7,683,7.6,0,0,0,0,0,0,4,0,1.0,1.0,0.3,1.3,3,14,26,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.17,0.13,0.17,ar ARG,FW,Independiente Rivadavia,Primera Division Argentina,30-057,1994,7.6,0,12,4,33.3,1.58,0.53,0.0,0.0,13.9,0,0,0,1.0,1.0,0.08,-1.0,-1.0,ar ARG,FW,Independiente Rivadavia,Primera Division Argentina,30-057,1994,7.6,87,2.943213296398892,51.2,1167,285,49,92,53.3,27,43,62.8,3,6,50.0,0,0.3,0.2,-0.3,7,0.1904432132963989,0.01731301939058172,0.0,0.2423822714681441,ar ARG,FW,Independiente Rivadavia,Primera Division Argentina,30-057,1994,7.6,170,165,5,0,0,0,4,0,0,0,0,0,87,0,4,ar ARG,FW,Independiente Rivadavia,Primera Division Argentina,30-057,1994,7.6,14,1.84,9,0,0,1,4,0,1,0.13,1,0,0,0,0,0,ar ARG,FW,Independiente Rivadavia,Primera Division Argentina,30-057,1994,7.6,7,0.0865650969529086,2,3,0.03462603878116344,2,6,33.3,4,6,0,6,0,7,5,0,ar ARG,FW,Independiente Rivadavia,Primera Division Argentina,30-057,1994,7.6,259,3,17,2.181440443213297,2.0775623268698062,0.41551246537396125,4.484072022160666,9,3,33.3,6,66.7,117,543,3.064404432132964,3,6,2,28,10,195,0.4501385041551247,ar ARG,FW,Independiente Rivadavia,Primera Division Argentina,30-057,1994,13,683,53,54.2,7.6,7,79,2,6,22,0,1.38,3,6,-3,-0.4,-0.24,5.3,6.1,-0.8,-0.11,0.12,ar ARG,FW,Independiente Rivadavia,Primera Division Argentina,30-057,1994,7.6,4,0,0,16,15,2,4,0,5,0,0,0,17,53,43,55.2,31.464174454828658,46.41744548286604,44.85981308411215,39.56386292834891,32.242990654205606,39.25233644859813,54.20560747663551,33.64485981308411,59.813084112149525,11.428571428571429,37.142857142857146,32.06349206349206,30.634920634920636,27.3015873015873,15.238095238095239,43.80952380952381,16.19047619047619,32.06349206349206,12.380952380952381,10.158730158730158,10.0,44.39252336448598,82.86604361370716,163.1495810680337
